PCA_1,PCA_2,CLUSTER_ID,DIST_TO_CLUSTER_0,DIST_TO_CLUSTER_1,DIST_TO_CLUSTER_2
-0.05399286044014896,-1.4490721575637975,1,20.32176501899025,15.759433429321158,15.840824702914663
9.753512336606684,2.270441153519583,1,21.217142644337084,18.253463087675467,21.736652018520164
0.5996060064332291,-1.0451676457542167,1,16.821837217861564,11.228311962969991,11.461841535784508
-5.952317705835558,5.132002411135868,2,24.12556748156863,24.713404123891358,22.316230793312826
3.8399041954144693,-2.4869058773609956,1,18.28829107387264,11.535923438519495,14.248057474952995
-0.20285559742807832,-1.6542049243241677,1,31.771211894827815,28.91233260319777,28.968270454371464
-1.009574227137624,-0.9914991012814625,2,22.14033505146185,18.480829058396807,17.944380621608907
-1.3792719413788137,-0.7332547980997031,2,17.827986496028625,13.552265232921874,12.522888018197959
3.813224225801843,-2.0552092052398807,1,17.496553073736074,10.529196593398412,13.19376806354466
1.8503579339911065,-2.1115694040787947,1,18.643774799204667,12.72636664478998,13.939033068897563
-4.4735715225100146,-0.9902219538400934,2,21.19959081703609,17.648628523656022,15.429962081448313
-4.930874396392786,-0.3580633185529395,2,22.02333531710638,19.169385267653375,16.893618551301042
4.083061106560613,-5.810205712113364,1,21.437160960954674,12.435652152542533,15.515212286067475
-2.8721409776498925,1.5725813483334616,2,26.341328814181434,24.59502321926236,23.161307772012737
-1.5624440593573656,-1.2953645552082196,2,16.288025754206913,10.50079219093807,9.150500711274235
-1.43428733652092,-1.152963987606055,2,19.06668949995592,14.491724519516199,13.744958128324571
7.217429924752176,14.337152957985541,0,25.11901802505079,29.612128332448933,30.685474276582326
-4.943176176243939,-0.8250809631642951,2,21.11138922707279,17.704791431588077,15.348551429186447
-6.087402034391857,-0.4840498821508967,2,22.212627783329552,19.480559058756167,16.71476877772326
5.9562978328491205,-7.131671844100361,1,22.228036892887033,12.431204452500342,16.243315878327515
4.316632033912254,-2.582153116757326,1,19.338786438288597,12.836250477022793,15.65416267990409
3.7178125866047687,-4.494921147675894,1,27.65511595930491,22.64195728630762,24.026388034367535
-1.5290320064833254,-1.2218114337302834,2,15.943171503522073,10.078407024123571,8.689898551596748
